Rank,Country/Territory,Continent,Area (km²),Density (per km²),Growth Rate,Year,Population
27.0,Kenya,Africa,580367,93.0919,1.0193,1990,23162269
192.0,Kiribati,Oceania,811,161.815,1.0183,1990,75124
129.0,Kuwait,Asia,17818,239.5821,1.0044,1990,1674938
110.0,Kyrgyzstan,Asia,199951,33.1612,1.0158,1990,4394734
103.0,Lao PDR,Asia,236800,31.7968,1.0141,1990,4314443
151.0,Latvia,Europe,64559,28.666,0.9876,1990,2689391
119.0,Lebanon,Asia,10452,525.2334,0.9816,1990,3593700
147.0,Lesotho,Africa,30355,75.962,1.0107,1990,1798997
121.0,Liberia,Africa,111369,47.6136,1.021,1990,2209731
107.0,Libya,Africa,1759540,3.8717,1.0114,1990,4236983
216.0,Liechtenstein,Europe,160,245.7937,1.0074,1990,28765
141.0,Lithuania,Europe,65300,42.1142,0.9869,1990,3785847
168.0,Luxembourg,Europe,2586,250.425,1.0129,1990,381267
167.0,Macau,Asia,30,23172.2667,1.0125,1990,350227
50.0,Madagascar,Africa,587041,50.4423,1.0241,1990,11882762
62.0,Malawi,Africa,118484,172.22,1.0259,1990,9539665
45.0,Malaysia,Asia,330803,102.5934,1.0109,1990,17517054
174.0,Maldives,Asia,300,1745.9567,1.0045,1990,224957
59.0,Mali,Africa,1240192,18.2178,1.0314,1990,8945026
173.0,Malta,Europe,316,1687.6139,1.0124,1990,365392
215.0,Marshall Islands,Oceania,181,229.663,0.9886,1990,46047
180.0,Martinique,North America,1128,325.8041,0.9965,1990,374271
126.0,Mauritania,Africa,1030700,4.5951,1.0263,1990,2006027
157.0,Mauritius,Africa,2040,636.9946,1.0004,1990,1090290
182.0,Mayotte,Africa,374,871.9278,1.0319,1990,92659
10.0,Mexico,North America,1964375,64.9082,1.0063,1990,81720428
194.0,Micronesia,Oceania,702,162.6268,1.0091,1990,98603
135.0,Moldova,Europe,33846,96.7026,1.0691,1990,4480199
217.0,Monaco,Europe,2,18234.5,0.9941,1990,30329
134.0,Mongolia,Asia,1564110,2.1727,1.0151,1990,2161433
169.0,Montenegro,Europe,13812,45.4012,0.9988,1990,621442
230.0,Montserrat,North America,102,43.0392,0.9939,1990,10805
40.0,Morocco,Africa,446550,83.883,1.0103,1990,24570814
48.0,Mozambique,Africa,801590,41.1302,1.0278,1990,13303459
26.0,Myanmar,Asia,676578,80.0784,1.0071,1990,40099553
145.0,Namibia,Africa,825615,3.1092,1.0146,1990,1369011
225.0,Nauru,Oceania,21,603.2381,1.0125,1990,9598
49.0,Nepal,Asia,147181,207.5511,1.0171,1990,19616530
71.0,Netherlands,Europe,41850,419.6897,1.0036,1990,14944548
185.0,New Caledonia,Oceania,18575,15.6097,1.0075,1990,177264
123.0,New Zealand,Oceania,270467,19.1716,1.0108,1990,3397389
106.0,Nicaragua,North America,130373,53.2962,1.0143,1990,4227820
54.0,Niger,Africa,1267000,20.6851,1.0378,1990,8370647
6.0,Nigeria,Africa,923768,236.5759,1.0241,1990,95214257
232.0,Niue,Oceania,260,7.4385,0.9985,1990,2533
56.0,Korea,Asia,120538,216.2755,1.0038,1990,20799523
150.0,Macedonia,Europe,25713,81.4218,0.9954,1990,2044174
210.0,Northern Mariana Islands,Oceania,464,106.7909,1.0014,1990,48002
120.0,Norway,Europe,323802,16.7828,1.0058,1990,4241636
127.0,Oman,Asia,309500,14.7861,1.0123,1990,1804524
5.0,Pakistan,Asia,881912,267.4018,1.0191,1990,115414069
222.0,Palau,Oceania,459,39.3355,1.0017,1990,15293
122.0,Palestine,Asia,6220,844.063,1.0227,1990,2124609
128.0,Panama,North America,75417,58.4561,1.0132,1990,2449968
93.0,Papua New Guinea,Oceania,462840,21.9139,1.0194,1990,3864972
109.0,Paraguay,South America,406752,16.6705,1.0115,1990,4059195
44.0,Peru,South America,1285216,26.4933,1.0099,1990,22109099
13.0,Philippines,Asia,342353,337.5434,1.0147,1990,61558898
37.0,Poland,Europe,312679,127.4698,1.0404,1990,38064255
92.0,Portugal,Europe,92090,111.5307,0.9981,1990,10007346
136.0,Puerto Rico,North America,8870,366.675,0.9989,1990,3543776
143.0,Qatar,Asia,11586,232.6189,1.0026,1990,441675
114.0,Congo,Africa,342000,17.4574,1.0231,1990,2385435
161.0,Reunion,Africa,2511,387.914,1.0082,1990,658992
64.0,Romania,Europe,238391,82.4665,1.0171,1990,22836234
9.0,Russia,Europe,17098242,8.4636,0.9973,1990,148005704
76.0,Rwanda,Africa,26338,523.0731,1.0234,1990,7319962
228.0,Saint Barthelemy,North America,21,522.2381,1.0098,1990,5168
211.0,Saint Kitts and Nevis,North America,261,182.5939,1.0011,1990,40636
190.0,Saint Lucia,North America,616,291.9756,1.0011,1990,142301
220.0,Saint Martin,North America,53,599.8302,0.9951,1990,28127
229.0,Saint Pierre and Miquelon,North America,242,24.2231,0.9964,1990,6324
199.0,Saint Vincent and the Grenadines,North America,389,267.2185,0.9963,1990,112487
188.0,Samoa,Oceania,2842,78.2484,1.0165,1990,168186
218.0,San Marino,Europe,61,551.8033,0.9975,1990,23132
187.0,Sao Tome and Principe,Africa,964,235.8714,1.0192,1990,120343
41.0,Saudi Arabia,Asia,2149690,16.9368,1.0128,1990,16004763
72.0,Senegal,Africa,196722,88.025,1.0261,1990,7536001
105.0,Serbia,Europe,88361,81.7257,0.9897,1990,7987529
196.0,Seychelles,Africa,452,236.9867,1.0061,1990,71057
102.0,Sierra Leone,Africa,71740,119.957,1.022,1990,4325388
113.0,Singapore,Asia,710,8416.4634,1.0058,1990,3022209
214.0,Sint Maarten,North America,34,1299.2647,1.003,1990,27845
116.0,Slovakia,Europe,49037,115.0856,1.0359,1990,5261305
148.0,Slovenia,Europe,20273,104.5649,1.0002,1990,1986024
166.0,Solomon Is.,Oceania,28896,25.0648,1.0232,1990,324171
70.0,Somalia,Africa,637657,27.5971,1.0312,1990,6999096
24.0,South Africa,Africa,1221037,49.0517,1.0084,1990,39877570
29.0,Dem. Rep. Korea,Asia,100210,517.0722,0.9997,1990,44120039
86.0,S. Sudan,Africa,619745,17.6091,1.0153,1990,4750817
30.0,Spain,Europe,505992,93.9909,1.0015,1990,38889889
61.0,Sri Lanka,Asia,65610,332.7563,1.0027,1990,17204094
32.0,Sudan,Africa,1886068,24.8529,1.0267,1990,21090886
170.0,Suriname,South America,163820,3.7727,1.0082,1990,412756
87.0,Sweden,Europe,450295,23.4276,1.0079,1990,8548406
101.0,Switzerland,Europe,41284,211.7157,1.0056,1990,6711693
60.0,Syria,Asia,185180,119.4797,1.0376,1990,12408996
57.0,Taiwan,Asia,36193,660.1662,1.0014,1990,20586174
95.0,Tajikistan,Asia,143100,69.5513,1.0208,1990,5417860
22.0,Tanzania,Africa,945087,69.3034,1.03,1990,26206012
20.0,Thailand,Asia,513120,139.7276,1.0013,1990,55228410
155.0,Timor-Leste,Asia,14874,90.1772,1.0154,1990,758106
100.0,Togo,Africa,56785,155.8281,1.0236,1990,3875947
233.0,Tokelau,Oceania,12,155.9167,1.0119,1990,1669
197.0,Tonga,Oceania,747,143.0495,1.0079,1990,98727
153.0,Trinidad and Tobago,North America,5130,298.4491,1.0035,1990,1266518
79.0,Tunisia,Africa,163610,75.5218,1.0076,1990,8440023
18.0,Turkey,Asia,783562,108.9145,1.0067,1990,54324142
111.0,Turkmenistan,Asia,488100,13.1751,1.014,1990,3720278
212.0,Turks and Caicos Islands,North America,948,48.2099,1.0131,1990,11709
227.0,Tuvalu,Oceania,26,435.0769,1.0096,1990,9182
31.0,Uganda,Africa,241550,195.61,1.0304,1990,17586630
38.0,Ukraine,Europe,603500,65.7858,0.912,1990,51589817
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,1990,1900151
21.0,United Kingdom,Europe,242900,277.9289,1.0034,1990,57210442
3.0,United States,North America,9372610,36.0935,1.0038,1990,248083732
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,1990,100685
133.0,Uruguay,South America,181034,18.9069,0.999,1990,3117012
43.0,Uzbekistan,Asia,447400,77.3975,1.016,1990,20579100
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,1990,150882
234.0,Vatican City,Europe,1,510.0,0.998,1990,700
51.0,Venezuela,South America,916445,30.882,1.0036,1990,19750579
16.0,Vietnam,Asia,331212,296.4472,1.0074,1990,66912613
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,1990,13454
172.0,W. Sahara,Africa,266000,2.1654,1.0184,1990,178529
46.0,Yemen,Asia,527968,63.8232,1.0217,1990,13375121
63.0,Zambia,Africa,752612,26.5976,1.028,1990,7686401
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,1990,10113893
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,1990,10113893
,Antarctica,Africa,1400,1450.0,0.8,1990,1000
36.0,Afghanistan,Asia,652230,63.0587,1.0257,1980,12486631
138.0,Albania,Europe,28748,98.8702,0.9957,1980,2941651
34.0,Algeria,Africa,2381741,18.8531,1.0164,1980,18739378
213.0,American Samoa,Oceania,199,222.4774,0.9831,1980,32886
203.0,Andorra,Europe,468,170.5641,1.01,1980,35611
42.0,Angola,Africa,1246700,28.5466,1.0315,1980,8330047
224.0,Anguilla,North America,91,174.2527,1.0066,1980,6560
201.0,Antigua and Barbuda,North America,442,212.1335,1.0058,1980,64888
33.0,Argentina,South America,2780400,16.3683,1.0052,1980,28024803
140.0,Armenia,Asia,29743,93.4831,0.9962,1980,3135123
198.0,Aruba,North America,180,591.3611,0.9991,1980,62267
55.0,Australia,Oceania,7692024,3.4032,1.0099,1980,14706322
99.0,Austria,Europe,83871,106.5877,1.002,1980,7547561
91.0,Azerbaijan,Asia,86600,119.6082,1.0044,1980,6383060
176.0,Bahamas,North America,13943,29.4043,1.0051,1980,223752
154.0,Bahrain,Asia,765,1924.4876,1.0061,1980,362595
8.0,Bangladesh,Asia,147570,1160.035,1.0108,1980,83929765
186.0,Barbados,North America,430,654.9651,1.0015,1980,253575
96.0,Belarus,Europe,207600,45.9295,0.9955,1980,9817257
81.0,Belgium,Europe,30528,381.8111,1.0038,1980,9828986
177.0,Belize,North America,22966,17.6466,1.0131,1980,145133
77.0,Benin,Africa,112622,118.5635,1.0274,1980,3833939
206.0,Bermuda,North America,54,1188.5926,1.0,1980,53565
165.0,Bhutan,Asia,38394,20.3796,1.0064,1980,415257
80.0,Bolivia,South America,1098581,11.1272,1.012,1980,5736088
137.0,Bosnia and Herz.,Europe,51209,63.1437,0.9886,1980,4199820
144.0,Botswana,Africa,582000,4.5194,1.0162,1980,938578
7.0,Brazil,South America,8515767,25.2841,1.0046,1980,122288383
221.0,British Virgin Islands,North America,151,207.3179,1.0059,1980,11109
175.0,Brunei,Asia,5765,77.8841,1.0081,1980,187921
108.0,Bulgaria,Europe,110879,61.1654,0.9849,1980,8980606
58.0,Burkina Faso,Africa,272967,83.0641,1.0259,1980,6932967
78.0,Burundi,Africa,27834,463.0874,1.027,1980,4312834
73.0,Cambodia,Asia,181035,92.6221,1.0108,1980,6198959
53.0,Cameroon,Africa,475442,58.7128,1.0263,1980,8519891
39.0,Canada,North America,9984670,3.8513,1.0078,1980,24511510
171.0,Cape Verde,Africa,4033,147.0739,1.0089,1980,317234
205.0,Cayman Islands,North America,264,260.25,1.0084,1980,17100
117.0,Central African Rep.,Africa,622984,8.9555,1.0224,1980,2415276
69.0,Chad,Africa,1284000,13.8032,1.0316,1980,4408230
65.0,Chile,South America,756102,25.9274,1.0057,1980,11469828
1.0,China,Asia,9706961,146.8933,1.0,1980,982372466
28.0,Colombia,South America,1141748,45.4339,1.0069,1980,26176195
163.0,Comoros,Africa,1862,449.3953,1.0184,1980,328328
223.0,Cook Islands,Oceania,236,72.0805,1.0005,1980,17651
124.0,Costa Rica,North America,51100,101.3861,1.0052,1980,2414303
130.0,Croatia,Europe,56594,71.2153,0.9927,1980,4680144
85.0,Cuba,North America,109884,102.0366,0.9961,1980,9809107
189.0,Curacao,North America,444,430.5473,1.0043,1980,156851
158.0,N. Cyprus,Europe,9251,135.2814,1.0059,1980,679327
,Cyprus,Europe,9251,135.2814,1.0059,1980,679327
88.0,Czech Rep.,Europe,78865,133.0627,0.9984,1980,10270060
115.0,Denmark,Europe,43094,136.4984,1.0048,1980,5125392
160.0,Djibouti,Africa,23200,48.3125,1.0138,1980,324121
204.0,Dominica,North America,751,96.8535,1.0045,1980,72978
84.0,Dominican Rep.,North America,48671,230.7087,1.01,1980,5755800
15.0,Dem. Rep. Congo,Africa,2344858,42.2244,1.0325,1980,26708686
67.0,Ecuador,South America,276841,65.0229,1.0114,1980,8135845
14.0,Egypt,Africa,1002450,110.7188,1.0158,1980,43748556
112.0,El Salvador,North America,21041,301.145,1.0035,1980,4508992
152.0,Eq. Guinea,Africa,28051,59.7094,1.0247,1980,282509
132.0,Eritrea,Africa,117600,31.3268,1.0176,1980,1657982
156.0,Estonia,Europe,45227,29.3201,0.998,1980,1476983
159.0,Swaziland,Africa,17364,69.2047,1.0079,1980,598564
12.0,Ethiopia,Africa,1104300,111.7268,1.0257,1980,34945469
231.0,Falkland Is.,South America,12173,0.3105,1.0043,1980,2240
209.0,Faroe Islands,Europe,1393,38.112,1.0038,1980,43054
162.0,Fiji,Oceania,18272,50.8847,1.0056,1980,644582
118.0,Finland,Europe,338424,16.3722,1.0009,1980,4779418
23.0,France,Europe,551695,117.1419,1.0015,1980,53713830
184.0,French Guiana,South America,83534,3.6459,1.0239,1980,66825
183.0,French Polynesia,Oceania,4167,73.5011,1.0074,1980,163591
146.0,Gabon,Africa,267668,8.9252,1.0204,1980,749078
142.0,Gambia,Africa,10689,253.1567,1.025,1980,718586
131.0,Georgia,Asia,69700,53.7214,0.9964,1980,5145843
19.0,Germany,Europe,357114,233.4544,0.9995,1980,77786703
47.0,Ghana,Africa,238533,140.3406,1.0196,1980,11865246
219.0,Gibraltar,Europe,6,5441.5,0.9994,1980,28734
90.0,Greece,Europe,131990,78.68,0.9942,1980,9307148
208.0,Greenland,North America,2166086,0.0261,1.004,1980,50106
193.0,Grenada,North America,344,364.6453,1.0066,1980,94838
178.0,Guadeloupe,North America,1628,243.0909,0.9992,1980,334234
191.0,Guam,Oceania,549,312.8852,1.0073,1980,110286
68.0,Guatemala,North America,108889,163.8725,1.0134,1980,6987767
207.0,Guernsey,Europe,78,811.5513,1.0037,1980,52860
75.0,Guinea,Africa,245857,56.3716,1.0242,1980,4972609
149.0,Guinea-Bissau,Africa,36125,58.2856,1.0218,1980,831462
164.0,Guyana,South America,214969,3.7621,1.0052,1980,778176
82.0,Haiti,North America,27750,417.4773,1.012,1980,5646676
89.0,Honduras,North America,112492,92.7431,1.015,1980,3777990
104.0,Hong Kong,Asia,1104,6783.3922,0.9992,1980,4978544
94.0,Hungary,Europe,93028,107.1431,1.0265,1980,10698679
179.0,Iceland,Europe,103000,3.6204,1.0069,1980,228263
2.0,India,Asia,3287590,431.0675,1.0068,1980,696828385
4.0,Indonesia,Asia,1904569,144.6529,1.0064,1980,148177096
17.0,Iran,Asia,1648195,53.7258,1.0071,1980,38520664
35.0,Iraq,Asia,438317,101.5158,1.0221,1980,13653369
125.0,Ireland,Europe,70273,71.4799,1.0073,1980,3391387
202.0,Isle of Man,Europe,572,147.7605,1.003,1980,64022
98.0,Israel,Asia,20770,435.1617,1.0155,1980,3744608
25.0,Italy,Europe,301336,195.9191,0.9966,1980,56329482
52.0,Côte d'Ivoire,Africa,322463,87.3295,1.0248,1980,8303809
139.0,Jamaica,North America,10991,257.2447,0.9999,1980,2135546
11.0,Japan,Asia,377930,327.9753,0.9947,1980,117624196
195.0,Jersey,Europe,116,954.9828,1.0106,1980,75124
83.0,Jordan,Asia,89342,126.3221,1.0123,1980,2216903
66.0,Kazakhstan,Asia,2724900,7.1188,1.0105,1980,14172710
27.0,Kenya,Africa,580367,93.0919,1.0193,1980,16187124
192.0,Kiribati,Oceania,811,161.815,1.0183,1980,60813
129.0,Kuwait,Asia,17818,239.5821,1.0044,1980,1493870
110.0,Kyrgyzstan,Asia,199951,33.1612,1.0158,1980,3691209
103.0,Lao PDR,Asia,236800,31.7968,1.0141,1980,3297519
151.0,Latvia,Europe,64559,28.666,0.9876,1980,2572037
119.0,Lebanon,Asia,10452,525.2334,0.9816,1980,2963702
147.0,Lesotho,Africa,30355,75.962,1.0107,1980,1407672
121.0,Liberia,Africa,111369,47.6136,1.021,1980,1932169
107.0,Libya,Africa,1759540,3.8717,1.0114,1980,2962720
216.0,Liechtenstein,Europe,160,245.7937,1.0074,1980,25003
141.0,Lithuania,Europe,65300,42.1142,0.9869,1980,3521206
168.0,Luxembourg,Europe,2586,250.425,1.0129,1980,363741
167.0,Macau,Asia,30,23172.2667,1.0125,1980,245332
50.0,Madagascar,Africa,587041,50.4423,1.0241,1980,8948162
62.0,Malawi,Africa,118484,172.22,1.0259,1980,6267369
45.0,Malaysia,Asia,330803,102.5934,1.0109,1980,13215707
174.0,Maldives,Asia,300,1745.9567,1.0045,1980,164887
59.0,Mali,Africa,1240192,18.2178,1.0314,1980,7372581
173.0,Malta,Europe,316,1687.6139,1.0124,1980,333587
215.0,Marshall Islands,Oceania,181,229.663,0.9886,1980,31988
180.0,Martinique,North America,1128,325.8041,0.9965,1980,333786
126.0,Mauritania,Africa,1030700,4.5951,1.0263,1980,1506694
157.0,Mauritius,Africa,2040,636.9946,1.0004,1980,954865
182.0,Mayotte,Africa,374,871.9278,1.0319,1980,52233
10.0,Mexico,North America,1964375,64.9082,1.0063,1980,67705186
194.0,Micronesia,Oceania,702,162.6268,1.0091,1980,76299
135.0,Moldova,Europe,33846,96.7026,1.0691,1980,4103240
217.0,Monaco,Europe,2,18234.5,0.9941,1980,27076
134.0,Mongolia,Asia,1564110,2.1727,1.0151,1980,1697780
169.0,Montenegro,Europe,13812,45.4012,0.9988,1980,589324
230.0,Montserrat,North America,102,43.0392,0.9939,1980,11452
40.0,Morocco,Africa,446550,83.883,1.0103,1980,19678444
48.0,Mozambique,Africa,801590,41.1302,1.0278,1980,11413587
26.0,Myanmar,Asia,676578,80.0784,1.0071,1980,33465781
145.0,Namibia,Africa,825615,3.1092,1.0146,1980,975994
225.0,Nauru,Oceania,21,603.2381,1.0125,1980,7635
49.0,Nepal,Asia,147181,207.5511,1.0171,1980,15600442
71.0,Netherlands,Europe,41850,419.6897,1.0036,1980,14130387
185.0,New Caledonia,Oceania,18575,15.6097,1.0075,1980,148599
123.0,New Zealand,Oceania,270467,19.1716,1.0108,1980,3147168
106.0,Nicaragua,North America,130373,53.2962,1.0143,1980,3303309
54.0,Niger,Africa,1267000,20.6851,1.0378,1980,6173177
6.0,Nigeria,Africa,923768,236.5759,1.0241,1980,72951439
232.0,Niue,Oceania,260,7.4385,0.9985,1980,3637
56.0,Korea,Asia,120538,216.2755,1.0038,1980,17973650
150.0,Macedonia,Europe,25713,81.4218,0.9954,1980,1907023
210.0,Northern Mariana Islands,Oceania,464,106.7909,1.0014,1980,17613
120.0,Norway,Europe,323802,16.7828,1.0058,1980,4085776
127.0,Oman,Asia,309500,14.7861,1.0123,1980,1017462
5.0,Pakistan,Asia,881912,267.4018,1.0191,1980,80624057
222.0,Palau,Oceania,459,39.3355,1.0017,1980,12252
122.0,Palestine,Asia,6220,844.063,1.0227,1980,1453620
128.0,Panama,North America,75417,58.4561,1.0132,1980,1956987
93.0,Papua New Guinea,Oceania,462840,21.9139,1.0194,1980,3104788
109.0,Paraguay,South America,406752,16.6705,1.0115,1980,3078912
44.0,Peru,South America,1285216,26.4933,1.0099,1980,17492406
13.0,Philippines,Asia,342353,337.5434,1.0147,1980,48419546
37.0,Poland,Europe,312679,127.4698,1.0404,1980,35521429
92.0,Portugal,Europe,92090,111.5307,0.9981,1980,9785252
136.0,Puerto Rico,North America,8870,366.675,0.9989,1980,3214568
143.0,Qatar,Asia,11586,232.6189,1.0026,1980,277450
114.0,Congo,Africa,342000,17.4574,1.0231,1980,1829256
161.0,Reunion,Africa,2511,387.914,1.0082,1980,551674
64.0,Romania,Europe,238391,82.4665,1.0171,1980,22125224
9.0,Russia,Europe,17098242,8.4636,0.9973,1980,138257420
76.0,Rwanda,Africa,26338,523.0731,1.0234,1980,5247532
228.0,Saint Barthelemy,North America,21,522.2381,1.0098,1980,2983
211.0,Saint Kitts and Nevis,North America,261,182.5939,1.0011,1980,43097
190.0,Saint Lucia,North America,616,291.9756,1.0011,1980,121633
220.0,Saint Martin,North America,53,599.8302,0.9951,1980,7776
229.0,Saint Pierre and Miquelon,North America,242,24.2231,0.9964,1980,6106
199.0,Saint Vincent and the Grenadines,North America,389,267.2185,0.9963,1980,107480
188.0,Samoa,Oceania,2842,78.2484,1.0165,1980,164905
218.0,San Marino,Europe,61,551.8033,0.9975,1980,21346
187.0,Sao Tome and Principe,Africa,964,235.8714,1.0192,1980,97210
41.0,Saudi Arabia,Asia,2149690,16.9368,1.0128,1980,10171710
72.0,Senegal,Africa,196722,88.025,1.0261,1980,5703869
105.0,Serbia,Europe,88361,81.7257,0.9897,1980,7777010
196.0,Seychelles,Africa,452,236.9867,1.0061,1980,65290
102.0,Sierra Leone,Africa,71740,119.957,1.022,1980,3367477
113.0,Singapore,Asia,710,8416.4634,1.0058,1980,2400729
214.0,Sint Maarten,North America,34,1299.2647,1.003,1980,12243
116.0,Slovakia,Europe,49037,115.0856,1.0359,1980,4973883
148.0,Slovenia,Europe,20273,104.5649,1.0002,1980,1901570
166.0,Solomon Is.,Oceania,28896,25.0648,1.0232,1980,233668
70.0,Somalia,Africa,637657,27.5971,1.0312,1980,5892224
24.0,South Africa,Africa,1221037,49.0517,1.0084,1980,29463549
29.0,Dem. Rep. Korea,Asia,100210,517.0722,0.9997,1980,38170501
86.0,S. Sudan,Africa,619745,17.6091,1.0153,1980,4192011
30.0,Spain,Europe,505992,93.9909,1.0015,1980,37491666
61.0,Sri Lanka,Asia,65610,332.7563,1.0027,1980,14943645
32.0,Sudan,Africa,1886068,24.8529,1.0267,1980,16673586
170.0,Suriname,South America,163820,3.7727,1.0082,1980,375112
87.0,Sweden,Europe,450295,23.4276,1.0079,1980,8311763
101.0,Switzerland,Europe,41284,211.7157,1.0056,1980,6319113
60.0,Syria,Asia,185180,119.4797,1.0376,1980,8898954
57.0,Taiwan,Asia,36193,660.1662,1.0014,1980,18100281
95.0,Tajikistan,Asia,143100,69.5513,1.0208,1980,4045965
22.0,Tanzania,Africa,945087,69.3034,1.03,1980,19297659
20.0,Thailand,Asia,513120,139.7276,1.0013,1980,45737753
155.0,Timor-Leste,Asia,14874,90.1772,1.0154,1980,642224
100.0,Togo,Africa,56785,155.8281,1.0236,1980,2838110
233.0,Tokelau,Oceania,12,155.9167,1.0119,1980,1647
197.0,Tonga,Oceania,747,143.0495,1.0079,1980,96708
153.0,Trinidad and Tobago,North America,5130,298.4491,1.0035,1980,1127852
79.0,Tunisia,Africa,163610,75.5218,1.0076,1980,6578156
18.0,Turkey,Asia,783562,108.9145,1.0067,1980,44089069
111.0,Turkmenistan,Asia,488100,13.1751,1.014,1980,2862903
212.0,Turks and Caicos Islands,North America,948,48.2099,1.0131,1980,7598
227.0,Tuvalu,Oceania,26,435.0769,1.0096,1980,7731
31.0,Uganda,Africa,241550,195.61,1.0304,1980,13284026
38.0,Ukraine,Europe,603500,65.7858,0.912,1980,49973920
97.0,United Arab Emirates,Asia,83600,112.9322,1.0081,1980,1014048
21.0,United Kingdom,Europe,242900,277.9289,1.0034,1980,56326328
3.0,United States,North America,9372610,36.0935,1.0038,1980,223140018
200.0,United States Virgin Islands,North America,347,286.6427,0.9937,1980,96640
133.0,Uruguay,South America,181034,18.9069,0.999,1980,2953750
43.0,Uzbekistan,Asia,447400,77.3975,1.016,1980,15947129
181.0,Vanuatu,Oceania,12189,26.8061,1.0238,1980,118156
234.0,Vatican City,Europe,1,510.0,0.998,1980,733
51.0,Venezuela,South America,916445,30.882,1.0036,1980,15210443
16.0,Vietnam,Asia,331212,296.4472,1.0074,1980,52968270
226.0,Wallis and Futuna,Oceania,142,81.493,0.9953,1980,11315
172.0,W. Sahara,Africa,266000,2.1654,1.0184,1980,116775
46.0,Yemen,Asia,527968,63.8232,1.0217,1980,9204938
63.0,Zambia,Africa,752612,26.5976,1.028,1980,5720438
74.0,Zimbabwe,Africa,390757,41.7665,1.0204,1980,7049926
,Fr. S. Antarctic Lands,Africa,390757,41.7665,1.0204,1980,7049926
,Antarctica,Africa,1400,1450.0,0.8,1980,1300
36.0,Afghanistan,Asia,652230,63.0587,1.0257,1970,10752971
138.0,Albania,Europe,28748,98.8702,0.9957,1970,2324731
34.0,Algeria,Africa,2381741,18.8531,1.0164,1970,13795915
213.0,American Samoa,Oceania,199,222.4774,0.9831,1970,27075
203.0,Andorra,Europe,468,170.5641,1.01,1970,19860
42.0,Angola,Africa,1246700,28.5466,1.0315,1970,6029700
224.0,Anguilla,North America,91,174.2527,1.0066,1970,6283
201.0,Antigua and Barbuda,North America,442,212.1335,1.0058,1970,64516
33.0,Argentina,South America,2780400,16.3683,1.0052,1970,23842803
140.0,Armenia,Asia,29743,93.4831,0.9962,1970,2534377
198.0,Aruba,North America,180,591.3611,0.9991,1970,59106
55.0,Australia,Oceania,7692024,3.4032,1.0099,1970,12595034
99.0,Austria,Europe,83871,106.5877,1.002,1970,7465301
91.0,Azerbaijan,Asia,86600,119.6082,1.0044,1970,5425317
176.0,Bahamas,North America,13943,29.4043,1.0051,1970,179129
154.0,Bahrain,Asia,765,1924.4876,1.0061,1970,222555
8.0,Bangladesh,Asia,147570,1160.035,1.0108,1970,67541860
186.0,Barbados,North America,430,654.9651,1.0015,1970,241397
96.0,Belarus,Europe,207600,45.9295,0.9955,1970,9170786
81.0,Belgium,Europe,30528,381.8111,1.0038,1970,9629376
177.0,Belize,North America,22966,17.6466,1.0131,1970,120905
77.0,Benin,Africa,112622,118.5635,1.0274,1970,3023443
206.0,Bermuda,North America,54,1188.5926,1.0,1970,52019
165.0,Bhutan,Asia,38394,20.3796,1.0064,1970,298894
80.0,Bolivia,South America,1098581,11.1272,1.012,1970,4585693
137.0,Bosnia and Herz.,Europe,51209,63.1437,0.9886,1970,3815561
144.0,Botswana,Africa,582000,4.5194,1.0162,1970,592244
7.0,Brazil,South America,8515767,25.2841,1.0046,1970,96369875
221.0,British Virgin Islands,North America,151,207.3179,1.0059,1970,9581
175.0,Brunei,Asia,5765,77.8841,1.0081,1970,133343
108.0,Bulgaria,Europe,110879,61.1654,0.9849,1970,8582950
58.0,Burkina Faso,Africa,272967,83.0641,1.0259,1970,5611666
78.0,Burundi,Africa,27834,463.0874,1.027,1970,3497834
73.0,Cambodia,Asia,181035,92.6221,1.0108,1970,6708525
53.0,Cameroon,Africa,475442,58.7128,1.0263,1970,6452787
39.0,Canada,North America,9984670,3.8513,1.0078,1970,21434577
171.0,Cape Verde,Africa,4033,147.0739,1.0089,1970,287262
205.0,Cayman Islands,North America,264,260.25,1.0084,1970,10533
117.0,Central African Rep.,Africa,622984,8.9555,1.0224,1970,2067356
69.0,Chad,Africa,1284000,13.8032,1.0316,1970,3667394
65.0,Chile,South America,756102,25.9274,1.0057,1970,9820481
1.0,China,Asia,9706961,146.8933,1.0,1970,822534450
28.0,Colombia,South America,1141748,45.4339,1.0069,1970,20905254
163.0,Comoros,Africa,1862,449.3953,1.0184,1970,242351
223.0,Cook Islands,Oceania,236,72.0805,1.0005,1970,20470
124.0,Costa Rica,North America,51100,101.3861,1.0052,1970,1855697
130.0,Croatia,Europe,56594,71.2153,0.9927,1970,4492638
85.0,Cuba,North America,109884,102.0366,0.9961,1970,8869636
189.0,Curacao,North America,444,430.5473,1.0043,1970,150385
158.0,N. Cyprus,Europe,9251,135.2814,1.0059,1970,640804
,Cyprus,Europe,9251,135.2814,1.0059,1970,640804
